-0.003367,0.025366
-0.003362,0.023721
-0.003512,0.022570
-0.003659,0.020597
-0.003655,0.019116
-0.003038,0.017961
-0.003339,0.016153
-0.003181,0.014342
-0.003024,0.013025
-0.003170,0.010723
-0.003165,0.009078
-0.003160,0.007597
-0.003154,0.005458
-0.002996,0.003977
-0.001922,0.003312
-0.001306,0.001992
-0.001148,0.000345
-0.000989,-0.001465
-0.000984,-0.003275
-0.000824,-0.005415
-0.000972,-0.007059
-0.000967,-0.008869
-0.001114,-0.011006
-0.000955,-0.012653
-0.001103,-0.014626
-0.001098,-0.016271
-0.001092,-0.018081
-0.001241,-0.019725
-0.001238,-0.020712
-0.001080,-0.022194
-0.000924,-0.023182
-0.000461,-0.024337
-0.000458,-0.025324
-0.000302,0.024853
-0.000298,0.023372
0.000011,0.022383
-0.000445,0.021234
-0.000593,0.019590
-0.000895,0.018111
-0.000738,0.016959
-0.000734,0.015478
-0.000732,0.014820
-0.000268,0.013501
-0.000263,0.011691
-0.000257,0.009882
-0.000101,0.008729
-0.000402,0.006921
-0.000551,0.005606
-0.000853,0.004292
0.006745,0.023985
0.005371,0.022513
0.003691,0.021043
0.002622,0.020063
0.001858,0.019574
0.000941,0.018922
0.000486,0.017444
0.000490,0.016128
0.000340,0.014813
0.006291,0.022178
0.006295,0.020862
0.007523,0.020031
0.007517,0.021841
0.008738,0.023478
0.007527,0.018715
0.007684,0.017234
0.007537,0.015425
0.007695,0.013614
0.007699,0.012298
0.007398,0.010655
0.006944,0.008848
0.006644,0.006876
0.006648,0.005231
0.006347,0.003587
0.006811,0.002268
0.006662,0.000789
0.006359,-0.000526
0.006211,-0.002170
0.006216,-0.003651
0.006373,-0.005132
0.006837,-0.006616
0.007301,-0.007935
0.008070,-0.009256
0.008227,-0.010409
0.008231,-0.011725
0.008541,-0.012878
0.009463,-0.013871
0.009924,-0.014368
