-0.001260,0.025274
-0.001528,0.023243
-0.001787,0.021664
-0.002273,0.019858
-0.001642,0.018053
-0.001910,0.016022
-0.001488,0.014894
-0.001980,0.012863
-0.001810,0.010381
-0.001631,0.008350
-0.002570,0.006319
-0.001944,0.004288
-0.000895,0.001128
-0.000030,-0.000226
0.000373,-0.002257
0.000110,-0.004062
0.000508,-0.006319
0.001134,-0.008350
0.001085,-0.010606
0.001488,-0.012637
0.001443,-0.014668
0.001195,-0.015796
0.001160,-0.017376
0.002885,-0.020310
0.002015,-0.019181
0.003735,-0.022341
0.004158,-0.023469
0.004586,-0.024372
0.005013,-0.025274
-0.009119,0.023920
-0.009606,0.022115
-0.010088,0.020535
-0.010575,0.018730
-0.010833,0.017150
-0.011086,0.015796
-0.011588,0.013314
-0.011861,0.011058
-0.012572,0.009252
-0.012845,0.006996
-0.012437,0.005190
-0.011811,0.003159
-0.011860,0.000903
-0.011890,-0.000451
-0.011701,-0.002031
-0.011745,-0.004062
-0.011566,-0.006093
-0.011626,-0.008801
-0.011218,-0.010606
-0.010805,-0.012186
-0.010149,-0.012863
-0.009960,-0.014442
-0.008647,-0.015796
-0.008250,-0.018053
-0.007618,-0.019858
-0.006982,-0.021438
-0.006778,-0.022341
-0.006360,-0.023695
-0.005938,-0.024823
