0.001980,0.025287
0.002026,0.023770
0.002414,0.022249
0.002283,0.020923
0.001798,0.019981
0.001850,0.018274
0.001901,0.016567
0.001799,0.014293
0.001702,0.011830
0.001428,0.009558
0.000447,0.008052
-0.000009,0.006161
0.000025,0.005023
0.000248,0.003314
-0.000043,0.001611
-0.000842,-0.000276
-0.000967,-0.001791
-0.001446,-0.002923
-0.001224,-0.004632
-0.001178,-0.006149
-0.000949,-0.008048
-0.000550,-0.009948
-0.000304,-0.012416
-0.000212,-0.015450
-0.000834,-0.017529
-0.001096,-0.020180
-0.000851,-0.022648
-0.000611,-0.024925
0.009068,0.022933
0.009006,0.019332
0.009577,0.017429
0.009874,0.013255
0.009640,0.015343
0.008766,0.021610
0.009737,0.012119
0.009783,0.010602
0.009846,0.008516
0.010246,0.006615
0.010309,0.004529
0.010372,0.002443
0.010452,-0.000212
0.010189,-0.002864
0.009750,-0.005323
0.010002,-0.007980
0.009563,-0.010440
0.009643,-0.013095
0.009192,-0.015176
0.008924,-0.017638
0.009158,-0.019726
0.008531,-0.021615
0.008246,-0.023507
0.008286,-0.024835
