0.005507,0.024891
0.005330,0.023482
0.004998,0.022073
0.004976,0.020665
0.004479,0.018630
0.004146,0.017221
0.004122,0.015657
0.003941,0.013935
0.003914,0.012214
0.004039,0.010181
0.003862,0.008772
0.003372,0.007206
0.003350,0.005798
0.003321,0.003921
0.003455,0.002513
0.002812,0.001103
0.002628,-0.000774
0.002602,-0.002495
0.002264,-0.004217
0.002556,-0.005468
0.002693,-0.006719
0.002978,-0.008439
0.003109,-0.010003
0.002927,-0.011724
0.002129,-0.013135
0.001952,-0.014543
0.002234,-0.016420
0.002057,-0.017828
0.002344,-0.019392
0.002930,-0.021737
0.003371,-0.023456
0.003816,-0.024863
-0.007015,-0.011129
-0.006115,-0.013317
-0.005524,-0.015348
-0.005247,-0.017538
-0.004806,-0.019257
-0.004366,-0.020977
-0.004232,-0.022384
-0.003945,-0.023948
-0.003660,-0.025668
