0.003591,0.024936
0.004359,0.023830
0.004735,0.022304
0.004912,0.020137
0.004894,0.017761
0.004296,0.015620
0.004281,0.013676
0.004656,0.011934
0.004834,0.009767
0.004822,0.008255
0.004617,0.006749
0.004993,0.005224
0.005175,0.003705
0.005356,0.001970
0.005732,0.000444
0.006108,-0.001081
0.006095,-0.002809
0.006082,-0.004538
0.005685,-0.005821
0.005095,-0.006881
0.005660,-0.009062
0.005836,-0.011445
0.006210,-0.013186
0.006191,-0.015779
0.005591,-0.018136
0.004990,-0.020708
0.004587,-0.022640
0.004571,-0.024800
0.000688,0.025683
0.001061,0.023726
0.001045,0.021565
0.001224,0.019614
0.001020,0.018324
0.000299,-0.025520
0.000122,-0.023353
-0.000053,-0.020754
