x_m,y_m
-0.0005135727468426642,-0.02534819805304873
-0.0004954756366405713,-0.025152849510722382
-0.0004577745312594445,-0.02495804261433727
-0.0004117187425649472,-0.024763466552548137
-0.0003523609203784589,-0.024569258017499613
-0.0002827575400750611,-0.024375332560717486
-0.00020493527068564626,-0.024181634186623044
-0.00012579434744784017,-0.023987972246097295
-5.2931649303728065e-05,-0.023794136842197926
6.048887194759099e-06,-0.023599917882985363
6.0080228759223594e-05,-0.023405562180658767
0.00010154453275344917,-0.023210859259062265
0.0001194537015958212,-0.02301550552403547
0.000109229187991954,-0.022819374473223308
6.558543449693068e-05,-0.022622320070029123
-6.50387627752682e-06,-0.022424479734145922
-0.00010013055402268681,-0.022226044334486297
-0.00021097356039037282,-0.022027133258596593
-0.0003205873912546175,-0.021828256144045703
-0.00041573566498548446,-0.021629778703654977
-0.00048826023744467744,-0.021431926341767753
-0.0005378145544381808,-0.021234708633456417
-0.0005756028197902972,-0.021037816013682265
-0.0006014301784621823,-0.020841253866166327
-0.0006154890659277869,-0.02064501687403862
-0.0006199783638534259,-0.020449044283594654
-0.0006123968297333303,-0.020253405202576968
-0.0005945314792491846,-0.020058050256876743
-0.0005676909582060801,-0.019862943289441198
-0.0005422097293506276,-0.01966779876562545
-0.0005231285813003669,-0.01947247741164013
-0.0005119438053150471,-0.019276937885907668
-0.0005076380739991247,-0.019081208296538133
-0.0005040702229590309,-0.018885458320005027
-0.0005012402521947654,-0.018689687956308335
-0.0004997711906084587,-0.018493879991555037
-0.0004934899531459823,-0.01829820498416619
-0.0004856012752897929,-0.018102574389334936
-0.00047799741530739196,-0.01790693592516665
-0.000471804873740367,-0.017711258467166514
-0.0004670125089009704,-0.017515542323172303
-0.0004637627690623898,-0.017319783557428647
-0.0004617144014554292,-0.017123991598532923
-0.0004607196384698566,-0.01692817052921039
-0.0004601378749044976,-0.016732338048976066
-0.0004599622293809722,-0.01653649434795807
-0.00046051824465781266,-0.016340630431616657
-0.0004612648309835114,-0.01614476124991815
-0.0004654560823842251,-0.015948796894310457
-0.00047319310516556284,-0.015752734571290544
-0.0004844758993275247,-0.015556574280858415
-0.000506449985750087,-0.015360118596808477
-0.0005399574205068856,-0.015163344253665997
-0.0005854254061981936,-0.014966239448094333
-0.0006369732284257855,-0.01476896666049895
-0.0006945801864951447,-0.014571526462826894
-0.0007626163159620734,-0.01437379811377007
-0.0008378933934110725,-0.014175869701917405
-0.000914954730674013,-0.013977891992098816
-0.0009893191576269993,-0.013779988796199962
-0.0010686654356372226,-0.013581947954919116
-0.0011498594738740433,-0.01338385606119626
-0.0012257668931452332,-0.01318591023339922
-0.0013033570516931285,-0.012987917912584251
-0.0013800854296957057,-0.012789949402218646
-0.0014524347813157003,-0.012592101881571975
-0.001520405106553112,-0.012394375350644235
-0.0015702662259394471,-0.012197149165577554
-0.0016071492100492937,-0.012000281558149412
-0.0016365107470507822,-0.011803621763529892
-0.001653175451638231,-0.011607312774329404
-0.0016550779841929544,-0.011411411654570436
-0.0016453524355455917,-0.01121583181131301
-0.0016217547137449106,-0.01102063524739308
-0.0015839504475366505,-0.010825831201276125
-0.0015342426131054452,-0.010631356043192205
-0.0014845030486553019,-0.010436881761788565
-0.001434731754186219,-0.010242408357065204
-0.0013917786394279717,-0.010047746570364944
-0.0013515189626371465,-0.009853010365683573
-0.0013139527238137428,-0.009658199743021085
-0.0012836120390379386,-0.009463189482887395
-0.0012557413111071556,-0.009268110979414127
-0.0012290249405932665,-0.00907300058177827
-0.001208448712439283,-0.008877720535907073
-0.0011871326264100127,-0.008682460931839272
-0.0011625241477516593,-0.008487292294489641
-0.001132149398495707,-0.008292282975535914
-0.0010874836793051887,-0.008097668507008873
-0.001037084765963658,-0.007903212442996514
-0.0009824321030917674,-0.007708873907383193
-0.0009260548328373015,-0.007514583021576987
-0.0008685962244257634,-0.0073203220124575755
-0.0008128092004383916,-0.007126014818521729
-0.000760009360303314,-0.0069316250905924505
-0.0007092299473200844,-0.006737179539543632
-0.0006611526108928696,-0.0065426593318349815
-0.0006183298857754661,-0.006347993942551723
-0.0005815166094336691,-0.0061531625160138855
-0.0005592374812044448,-0.005957929520190684
-0.0005459569473679971,-0.0057624478989171555
-0.0005416750079243258,-0.005566717652193298
-0.0005445049981747383,-0.005370790907366994
-0.0005544469181192346,-0.00517466766443824
-0.0005779025619132396,-0.004978171045898694
-0.0006108797103659195,-0.004781411354230146
-0.0006516034271859411,-0.004584437629795506
-0.0006977468300016228,-0.004387314162877485
-0.0007493099188129649,-0.0041900409534760845
-0.0008009257581828365,-0.00399276628661024
-0.0008525943481112375,-0.003795490162279953
-0.0008998601025886753,-0.0035983356854980427
-0.0009427230216151502,-0.0034013028562645082
-0.000979889532025301,-0.0032044274151846837
-0.0010113596338191275,-0.003007709362258571
-0.0010268522987069892,-0.002811432755770915
-0.00103035974587972,-0.0026154872932399294
-0.0010189797326378238,-0.002419953161788915
-0.0009943574919488148,-0.002224784904675455
-0.0009474660753941001,-0.0020302319307536083
-0.0008860550439911355,-0.0018360801245722582
-0.0008101243977399203,-0.0016423294861314076
-0.0007109119159343771,-0.0014492221100264803
-0.0006139919027714747,-0.0012560513944683276
-0.0005200154539674823,-0.001062799350095658
-0.0004289825695224,-0.0008694659769084696
-0.00034219023041511264,-0.0006760154401457009
-0.00025963843664562024,-0.00048244773980735323
-0.00015848445729054272,-0.00028939400604716255
-5.144099256299215e-05,-9.650299502888134e-05
5.2465009118438955e-05,9.64747021015499e-05
0.00015950847384598954,0.0002893657131198294
0.0002606624532010669,0.00048241944688001833
0.0003432142469705593,0.0006759871472183659
0.00042983591665193897,0.0008694423994690233
0.0005205274622452057,0.0010627852036319907
0.0006141625721973824,0.0012560466789804392
0.0007109119159343769,0.0014492221100264786
0.00081012439773992,0.0016423294861314041
0.0008860550439911352,0.0018360801245722548
0.0009474660753941001,0.002030231930753605
0.0009943574919488146,0.002224784904675453
0.0010189797326378238,0.002419953161788915
0.0010303597458797202,0.0026154872932399294
0.0010268522987069892,0.0028114327557709133
0.0010113596338191275,0.0030077093622585677
0.0009798895320253006,0.00320442741518468
0.0009427230216151499,0.0034013028562645048
0.0008998601025886751,0.003598335685498041
0.0008525943481112372,0.003795490162279953
0.0008009257581828362,0.003992766286610238
