x_m,y_m
0.0016882019836104126,-0.025252925425638218
0.0016736215237246898,-0.025057940528825477
0.0016242254641557108,-0.024863370229152623
0.0015385558999659185,-0.024669231887895143
0.0014363095494573106,-0.024475290949188787
0.0013238372465495189,-0.024281471784935716
0.0011951325918192878,-0.024087845921579386
0.00103988144017604,-0.023894536183804528
0.0008649388510336813,-0.023701460939008153
0.0006850370111915914,-0.02350844475081786
0.0005367192921276267,-0.023315052447143145
0.00042405100124251786,-0.02312123561678797
0.000331004717788864,-0.022927185120253445
0.00025144349229183583,-0.022732974038621692
0.00017707949872011253,-0.022538701066414705
0.00010396313690968063,-0.022344413236943597
2.9690164642034214e-05,-0.022150139180820993
-3.739167974992747e-05,-0.021955779490066867
-7.746323810756058e-05,-0.021761098150757524
-9.07992679686048e-05,-0.021566098434808136
-8.40031997775713e-05,-0.02137085897833013
-7.46955889317558e-05,-0.02117558961346592
-6.896597701162648e-05,-0.020980362856746745
-6.25455729679757e-05,-0.02078512787381745
-5.2053655094665184e-05,-0.020589844405783656
-3.46947077204594e-05,-0.020394479162602615
-6.642442864807145e-06,-0.02019898657941066
3.1952280167660876e-05,-0.02000336845269662
7.368425300304898e-05,-0.019807712966442403
0.00010480674845633522,-0.019612183821799942
0.00011867344105781831,-0.019416860165690608
0.00011236636668850966,-0.019221776746318912
8.594870811336555e-05,-0.019026932811280938
4.48572575122152e-05,-0.01883226361722863
-9.553944245183408e-06,-0.018637753039738542
-7.902576504110491e-05,-0.018443421809714394
-0.00015815674473065899,-0.018249205604555178
-0.0002478861008131586,-0.018055115608813
-0.00034596903068055327,-0.017861125090541576
-0.0004391011519388093,-0.01766707561619562
-0.0005235867701711725,-0.01747292317606832
-0.0005915281145609396,-0.017278573720560582
-0.0006397441113315,-0.017083989368260014
-0.0006673992975555943,-0.016889160170162617
-0.0006846727470316113,-0.016694207342473833
-0.0006915644597595514,-0.01649913088519366
-0.0006787344428755683,-0.01630381957420523
-0.0006499487498513234,-0.016108318257077224
-0.0006116166504028733,-0.015912703257782733
-0.0005647884213178443,-0.015716987083409264
-0.0005254613111109781,-0.015521360235155731
-0.0004956583946794432,-0.015325846804552184
-0.0004833766057445129,-0.015130542022066545
-0.0004866579443358526,-0.014935422571105245
-0.0005057504661077044,-0.014740491405607488
-0.000541399485957679,-0.014545757401060922
-0.0005927050248226824,-0.014351209840179357
-0.0006580068728794396,-0.014156828952565311
-0.0007336833597181323,-0.01396257161001743
-0.0008116573807346952,-0.013768341627363033
-0.0008871622355467526,-0.013574082240956995
-0.0009523773470896867,-0.013379700320452211
-0.0009981287483699767,-0.013185086618829769
-0.0010264556883634347,-0.012990265420226679
-0.0010427177748359659,-0.012795300548850225
-0.0010416767940865075,-0.012600129626098903
-0.0010246417111634736,-0.01240476823961648
-0.0009925125051299573,-0.01220922710668914
-0.0009500804037958163,-0.012013563283043758
-0.0009029760672909014,-0.011817843820680204
-0.0008519281130039087,-0.011622077396245968
-0.0008076493927371244,-0.011426391582373935
-0.0007693170525521606,-0.011230776580212662
-0.0007440819845453684,-0.011035317545251
-0.0007220770059969392,-0.01083989697539875
-0.0007001677501764003,-0.010644477545448425
-0.000683592430784814,-0.010449121634001529
-0.0006581803628986901,-0.01025366049125932
-0.0006317741375733638,-0.010058187509719714
-0.0006061881610242765,-0.009862724296008317
-0.0005765513911689007,-0.009667212843940138
-0.0005428638280072362,-0.009471653153515178
