step,x,y,psi,KI,KII,G,Gc,score,kIIratio,abs_dth,cap_deg,kink_n,ds,mode
0,0.0001774580078072105,0.0007713039871088845,1.1164265039164478,,,6.146034237207564e-09,0.9999999999997918,-0.9999999938537576,3.1590344489884186,0.45436982287844874,65.69496342827878,119,0.00040432800000014406,PHYS
1,0.00034106717790601383,0.0011372743843491044,1.1503935378874628,,,2.605453040699551e-06,0.9999999999999842,-0.9999973945469436,16.00587469492551,0.03396703397101497,65.69496342827878,119,0.00040087690404484944,PHYS
2,0.0005021840948707977,0.001500454609493138,1.1532539768501593,,,3.577748414917131e-05,0.9999999999999888,-0.9999642225158396,2.679906621503145,0.0028604389626964988,65.69496342827878,119,0.00039731415387311337,PHYS
3,0.0006638926354416195,0.0018594768983280483,1.1475984598576678,,,0.0003235351850017024,0.9999999999999707,-0.999676464814969,38.594142201379476,0.0056555169924914495,65.69496342827878,119,0.00039375964238835213,PHYS
4,0.0008244227212786518,0.0022151587583189073,1.1468364738359966,,,0.00014976382248011157,0.9999999999999681,-0.999850236177488,10.26072811308499,0.0007619860216712127,65.75278684274659,119,0.0003902300526425432,PHYS
5,0.0009816642845775641,0.002568476367542181,1.152072201932226,,,0.0018852706958189462,0.9999999999999859,-0.998114729304167,24.656888758320363,0.005235728096229408,65.75278684274659,119,0.00038672760725856576,PHYS
6,0.0011357728238355906,0.0029193799636791475,1.1569797678511158,,,0.0018545774575915723,0.9999999999999992,-0.9981454225424077,40.19052734388535,0.004907565918889745,65.75278684274659,119,0.00038325288733954537,PHYS
7,0.0012885227017661461,0.003267116919292304,1.1569025005452085,,,0.0018175688213343585,0.9999999999999994,-0.9981824311786651,20.37389701346164,7.726730590729147e-05,65.75278684274659,119,0.0003798072083398445,PHYS
8,0.001439924754635766,0.003611715473284792,1.1568276393375712,,,0.0017369386808957377,0.9999999999999997,-0.9982630613191039,14.715407168891394,7.48612076373334e-05,65.87862555031418,119,0.00037639174410027733,PHYS
9,0.0015918876538232268,0.0039523635302942325,1.1511908601141938,,,0.0014733324942481107,0.9999999999999856,-0.9985266675057375,10.55235234701415,0.005636779223377797,65.87862555031418,119,0.0003730064630455688,PHYS
