step,x,y,psi,KI,KII,G,Gc,score,kIIratio,abs_dth,cap_deg,kink_n,ds,mode
0,-0.00010455911626269839,0.0007985746059211736,1.8323686816542093,,,7.118581616068361e-07,0.9999999999999967,-0.999999288141835,1.7452686906193378,0.26157235485931274,57.23779697888903,109,0.00040432800000014406,PHYS
1,-0.00018564737365255393,0.0011910366384301912,1.7745435994419738,,,3.1737586837873784e-05,0.9999999999999989,-0.9999682624131611,1.7247543087409545,0.05782508221223548,57.23779697888903,109,0.00040075148464807045,PHYS
2,-0.0002445743409693979,0.0015837919266074114,1.7197203239143661,,,0.00044843178417309067,0.9999999999999996,-0.9995515682158265,1.5947533615252285,0.054823275527607684,57.23779697888903,109,0.0003971512355115262,PHYS
3,-0.00028793908269068576,0.0019749725621677648,1.6812015944185807,,,0.010214189600311258,0.9999999999999999,-0.9897858103996886,1.5323413229522487,0.038518729495785387,57.23779697888903,109,0.00039357691810109485,PHYS
4,-0.00032029809289811677,0.002363665261135588,1.653855675910366,,,0.002698923279024523,1.0,-0.9973010767209755,1.1921148509125126,0.027345918508214773,57.30965776265098,109,0.0003900373312549652,PHYS
5,-0.00034458739732104974,0.002749433935291516,1.6336767128010568,,,0.005988273629386839,1.0,-0.9940117263706132,1.1615689577810318,0.020178963109309223,57.30965776265098,109,0.00038653258629690255,PHYS
6,-0.0003628746511198683,0.003132058681214409,1.6185542112362077,,,0.006519892501692521,1.0,-0.9934801074983075,1.1917635757158913,0.015122501564849067,57.30965776265098,109,0.00038306150921759395,PHYS
7,-0.0003766816336676722,0.003511430429901404,1.607174605972686,,,0.0062249254663845534,1.0,-0.9937750745336155,1.2151109566813294,0.011379605263521775,57.30965776265098,109,0.00037962291351932847,PHYS
8,-0.0003981082534258483,0.003887035590480037,1.6277801627810753,,,0.0064345153403229756,1.0,-0.993565484659677,1.3038546573573246,0.02060555680838938,57.46848625304383,109,0.00037621581132052677,PHYS
9,-0.000452245062450369,0.004255917895856824,1.7165151237134424,,,0.006419708467100282,1.0,-0.9935802915328997,1.5632157133039055,0.0887349609323671,57.46848625304383,109,0.0003728336751306815,PHYS
10,-0.000536630003813265,0.004615633697543873,1.8012176311945725,,,0.005227944335282592,1.0,-0.9947720556647174,1.8910066686449016,0.08470250748113006,57.46848625304383,109,0.00036948109060163796,PHYS
11,-0.0006195985335950857,0.004972289884883432,1.7993600769268765,,,0.004708745265040502,1.0,-0.9952912547349595,1.8990994630377018,0.00185755426769596,57.46848625304383,109,0.00036617948181424183,PHYS
12,-0.0007011473756278919,0.0053259119791423636,1.7974441264057468,,,0.0038312047593751825,1.0,-0.9961687952406248,1.9189412159149144,0.0019159505211292505,57.93636898172526,109,0.0003629032917802816,PHYS
13,-0.0007812937802803614,0.005676521421922096,1.7955267494643428,,,0.0021159928987624886,1.0,-0.9978840071012375,1.9251423014737976,0.0019173769414040365,57.93636898172526,109,0.0003596532045527074,PHYS
14,-0.0008600465520085053,0.006024142067564788,1.7935837150039946,,,3.029917196799164e-05,1.0,-0.999969700828032,2.8983421267912557,0.0019430344603481586,57.93636898172526,109,0.0003564296737533329,PHYS
15,-0.0009358252856581648,0.0063691509309952215,1.7870059542734733,,,0.019700663189475626,1.0,-0.9802993368105244,1.8692854686587526,0.006577760730521298,57.93636898172526,109,0.00035323297173268746,PHYS
16,-0.0009977953913030528,0.006713684298745913,1.7487602177945618,,,0.014493196413033729,1.0,-0.9855068035869663,1.661964657011833,0.038245736478911496,58.25436568380372,111,0.00035006218802845803,PHYS
17,-0.001047759416081148,0.00705698058565487,1.715323536974756,,,0.012170184763387727,1.0,-0.9878298152366123,1.5583283036392548,0.033436680819805886,58.25436568380372,111,0.0003469131654715675,PHYS
18,-0.001087653117460954,0.007398449057250269,1.687098916884211,,,0.011227159880192853,1.0,-0.9887728401198072,1.4688693863218734,0.028224620090544494,58.25436568380372,111,0.00034379096047377247,PHYS
19,-0.0011192568415612492,0.007737678352575751,1.66369149812623,,,0.01067945278095508,1.0,-0.9893205472190449,1.3994623976016745,0.023407418757980913,58.25436568380372,111,0.00034069826853688393,PHYS
20,-0.0011496550970117026,0.008073943264449228,1.6609509997326173,,,0.011372765904001082,1.0,-0.988627234095999,1.3960480709640817,0.002740498393612789,58.5310042252528,111,0.0003376361131332197,PHYS
21,-0.0011967518848954124,0.008405213688366024,1.7120201289107158,,,0.01512609104124558,0.9999999999999999,-0.9848739089587543,1.4713659933257075,0.05106912917809847,58.5310042252528,111,0.0003346015558705261,PHYS
22,-0.0012619706778162689,0.008730326793728899,1.7687720074324655,,,0.006025514665242606,0.9999999999999997,-0.9939744853347571,1.5422006151994274,0.05675187852174979,58.5310042252528,111,0.00033159014193540943,PHYS
23,-0.0013121685377690392,0.009055080521446882,1.724154721768067,,,0.005129298938807325,0.9999999999999997,-0.9948707010611924,1.471916515398769,0.04461728566439804,58.5310042252528,111,0.00032861042103159805,PHYS
24,-0.0013368605145143975,0.00937979612705712,1.646692120212336,,,0.003758212713509793,0.9999999999999997,-0.9962417872864898,1.5223368862297775,0.07746260155573115,59.155698672901124,111,0.00032565306423004334,PHYS
25,-0.00133618630220417,0.009702524152825348,1.568707226141827,,,0.006188119429388642,0.9999999999999996,-0.9938118805706109,1.2854773267388062,0.07798489407050901,59.155698672901124,111,0.0003227287300171739,PHYS
26,-0.00129447544693612,0.010019645924055567,1.4400175763796614,,,0.007222293951128778,0.9999999999999992,-0.9927777060488705,1.0099606985826486,0.12868964976216546,59.155698672901124,111,0.0003198531119676393,PHYS
27,-0.0012155351194568116,0.01032673577191618,1.319184651545104,,,0.006924604678058931,0.9999999999999963,-0.9930753953219374,0.8653293529198276,0.12083292483455743,59.155698672901124,111,0.00031707372953556907,PHYS
28,-0.0011309555660672184,0.010629563802988972,1.2984378184400427,,,0.007091434391249388,0.9999999999999949,-0.9929085656087455,0.861985642163553,0.02074683310506087,59.73667322394443,113,0.00031441774322548495,PHYS
