step,x,y,psi,KI,KII,G,Gc,score,kIIratio,abs_dth,cap_deg,kink_n,ds,mode
0,-4.492955796999516e-06,0.0008123030360167021,1.5819087114607475,,,1.3235972707126593e-07,0.9984759938655978,-0.9984758615058708,1.0847999094647793,0.01111238466585096,39.3828522695664,85,0.00040432800000014406,PHYS
1,-9.825549037969438e-06,0.0012129567107402835,1.584105273456366,,,2.3576538912898725e-06,0.9989667276416583,-0.9989643699877669,1.0925259647561283,0.0021965619956185733,39.3828522695664,85,0.00040068916084688765,PHYS
2,-1.633316953356446e-05,0.0016099864133297022,1.58718562405428,,,2.565448158848434e-05,0.9992875440453335,-0.999261889563745,1.0892904019695533,0.0030803505979140056,39.3828522695664,85,0.0003970830314465187,PHYS
3,-2.4001225393460477e-05,0.0020034210717365833,1.5902838960371364,,,0.0006302711424260238,0.9997546367247446,-0.9991243655823187,1.059296964079926,0.003098271982856282,39.3828522695664,85,0.0003935093766562744,PHYS
4,-3.1875774200701095e-05,0.0023933094754712237,1.5909905112735832,,,0.0002892866264046897,0.9999257206217335,-0.9996364339953288,1.107110871037489,0.0007066152364467726,46.62876224366792,95,0.00038996791648245055,PHYS
5,-3.968002952829991e-05,0.002779688971053708,1.5909920006331824,,,0.00039563324514014196,0.9999767644060731,-0.999581131160933,1.1063838841225886,1.4893595992049313e-06,46.62876224366792,95,0.0003864583043586893,PHYS
6,-4.732921130447884e-05,0.003162592826154319,1.5907704388204609,,,0.0004341729834658118,0.9999885940588867,-0.9995544210754209,1.1088571648331778,0.00022156181272148245,46.62876224366792,95,0.0003829802504474021,PHYS
7,-5.4759446188326014e-05,0.0035420535646814516,1.590374862126132,,,0.0004379261390960354,0.9999700468879551,-0.9995321207488591,1.114373075397794,0.00039557669432888076,46.62876224366792,95,0.0003795334774087602,PHYS
8,-6.194512373412148e-05,0.003918102626302855,1.5899023528536746,,,0.0004175104894884176,0.9999282046741289,-0.9995106941846404,1.1207878842281225,0.0004725092724573443,46.481205896788886,95,0.0003761177085808776,PHYS
9,-6.884957770755813e-05,0.004290771341749294,1.5893212629143871,,,0.00037599595111123237,0.999843127602469,-0.9994671316513577,1.1248485891491498,0.0005810899392875157,46.481205896788886,95,0.00037273266955979364,PHYS
