Sample,Rock,Angle_deg,CrackPts,CrackLength_m,E1_MPa,E2_MPa,G12_MPa,Anisotropy_Ratio,U_mean_MPa,U_max_MPa,U_total_J
8,Psammitic schist,0.0,260,0.053854428641192095,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.013988333619465724,0.18384323542218478,0.637390010377508
9,Psammitic schist,15.0,260,0.05355049326526652,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.011872409033290508,0.14437013094802212,0.5490504245639768
10,Psammitic schist,30.0,260,0.053154524554508975,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.012841352804625644,0.1380639285608252,0.5938601163071134
11,Psammitic schist,45.0,260,0.05183966067231659,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.009916819245075517,0.10149508329120396,0.43837948520928405
12,Psammitic schist,60.0,260,0.05103141558181695,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.007044037440099767,0.07617539272280041,0.3305485182490576
13,Psammitic schist,75.0,260,0.05102049760941995,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.0025432067068799848,0.031364753089198394,0.11415371878634364
14,Psammitic schist,90.0,260,0.05080605290992208,28500.0,33000.0,6527.532143516101,0.8636363636363636,0.004259798464356689,0.05703857797238537,0.1969982796965505
