x_m,y_m
-0.001025083519806212,-0.025317936156644558
-0.0010148489279660886,-0.025122472453953475
-0.0009911371151593493,-0.024927250503241415
-0.000956249870990586,-0.024732229015418185
-0.0009172761370069202,-0.024537280830318295
-0.0008718690976033971,-0.02434244804470031
-0.0008197332846117502,-0.02414773595861936
-0.0007625991064934812,-0.023953113532318
-0.000701088340117462,-0.02375856961247397
-0.0006359555864637746,-0.023564090663189853
-0.0005728838672401234,-0.0233695747434388
-0.0005167767861490098,-0.02317493389325468
-0.0004674673134136249,-0.022980171108787775
-0.0004248128418867678,-0.022785288948099558
-0.00038876428083655995,-0.022590288291770823
-0.0003571902352226522,-0.02239520737238454
-0.0003324317586189627,-0.022200004196540453
-0.000314684276137826,-0.02200467525873786
-0.000301809246306779,-0.02180925891975116
-0.00029308488650779153,-0.02161376812678786
-0.0002877101722810681,-0.021418217248481426
-0.00028495826496887527,-0.021222619322733713
-0.00028221809764777364,-0.021027021186396135
-0.0002781852939936811,-0.020831446237137886
-0.0002737237446990843,-0.020635878978642243
-0.00026882863380150394,-0.020440319497297087
-0.00025821167632496874,-0.020244862653412393
-0.00024445552574702494,-0.020049462119812046
-0.0002275591912103155,-0.019854117914269866
-0.00020440403285113576,-0.019658885978389898
-0.00017577826944735359,-0.019463752173244694
-0.00014544161312348382,-0.01926864905779066
-0.00011722909731876191,-0.01907350783988394
-9.09989130123682e-05,-0.01887833106326938
-6.805381630282459e-05,-0.01868309535934112
-4.587299070024192e-05,-0.01848784594605444
-2.44636371812745e-05,-0.018292582694239525
-8.908599010478498e-06,-0.018097214428763046
3.3760808373836377e-06,-0.017901787500183952
1.2178803170353309e-05,-0.01770629811287376
1.4378127715932668e-05,-0.017510690274995216
1.0972995580756334e-05,-0.017314981905375202
5.68376098835548e-06,-0.01711923973906232
2.1280400867790066e-06,-0.01692352866820795
2.0127452064392206e-07,-0.016727846817263012
1.1892439708233258e-07,-0.016532198051112383
2.253550754504523e-07,-0.016336552671278
3.008834033564416e-07,-0.016140906737122786
1.3740968884392787e-07,-0.015945256515791685
-4.368215013013724e-08,-0.01574960597842982
-3.079292160666769e-08,-0.015553958920665646
-4.96496230743132e-08,-0.015358311293448659
-8.45231346822419e-08,-0.015162663378924995
-1.354134564305622e-07,-0.014967015177094659
-2.1862809808554946e-07,-0.01477136639543645
-1.0071682381910911e-07,-0.014575721221538947
2.860259236652906e-09,-0.014380075790517284
-1.4588618065127347e-07,-0.014184425833361403
-8.983687327840427e-08,-0.013988779549795004
1.7502961869989876e-07,-0.01379313701195391
1.8499770433559452e-07,-0.013597489901790799
1.7805636360850702e-07,-0.01340184248830942
3.8374228379856783e-07,-0.013206198888897814
3.2987893604534066e-07,-0.013010550633737867
2.5879763515873817e-07,-0.012814902069725357
4.0422318209174966e-07,-0.012619257389373955
2.8536373861817927e-07,-0.01242360796832567
1.4897218439871161e-07,-0.012227958232789516
2.3303785116624834e-07,-0.012032312451775558
4.799639704655776e-08,-0.011836661843566203
-1.54897057801697e-07,-0.011641010915130852
-1.3331084038769756e-07,-0.01144536401337171
-1.2755758911753138e-07,-0.01124971682760365
-1.3763730399127976e-07,-0.01105406935782668
-1.7967053277687193e-07,-0.010858421314873289
-2.3782561520100678e-07,-0.010662772982728974
-3.121025512636301e-07,-0.01046712436139373
-1.536333931126952e-07,-0.010271479915016295
-9.171020408832485e-09,-0.010075835217387648
-1.4881651689362097e-07,-0.009880185423482858
