order,x_m,y_m
0,-0.0008890555830898074,-0.025401922563224516
1,-0.0008805294465338896,-0.025179027941306668
2,-0.0008861626658443312,-0.024967957481770636
3,-0.0009145557132105938,-0.024837459031579755
4,-0.0009496572037707664,-0.02470413956767059
5,-0.0009861764893123709,-0.024567397718991513
6,-0.0010110834359570008,-0.024404749783533176
7,-0.0010329216033242558,-0.02420339557957207
8,-0.0010617300490549655,-0.02400612400835991
9,-0.0010866382512555272,-0.02381921664517378
10,-0.0010952915046051276,-0.02367197181617322
11,-0.0010980200983382218,-0.023460016816364147
12,-0.0010974988721953196,-0.02324774722001124
13,-0.0010858501415967716,-0.023076150801716544
14,-0.001068728242930892,-0.02290905797979808
15,-0.0010387784403178937,-0.02274103676695092
16,-0.0010003564995813515,-0.022581583918572193
17,-0.0009716815526680478,-0.02241397862550256
18,-0.000959833398128802,-0.022247950586130365
19,-0.0009649569861792268,-0.02205669886131589
20,-0.0009621340855068485,-0.02187999033615945
21,-0.0009473947311683162,-0.0217005578201792
22,-0.0009288685389892541,-0.021493300755323474
23,-0.0009090332247247553,-0.021298352247081497
24,-0.000873934979239244,-0.02111222942807475
25,-0.0008219620111245562,-0.020922229007031015
26,-0.0007645154787599076,-0.020729720061943135
27,-0.0007100524978672154,-0.020532455482928858
28,-0.0006588550983460441,-0.020336084886633115
29,-0.0006137830603338867,-0.020142909349276383
30,-0.0005722679542599573,-0.019947520819200863
31,-0.0005320392920125634,-0.019752208351759684
32,-0.0004858364264259499,-0.019555793778845424
33,-0.00044809035998263154,-0.019454002024553656
34,-0.000413466952252683,-0.019352115537294837
35,-0.00037899287234723414,-0.0191345258008931
36,-0.0003489408434980825,-0.01893462596875736
37,-0.00033293006449176864,-0.018728058320824414
38,-0.0003205615170579831,-0.01848793719589196
39,-0.00031514230917483696,-0.0182459335395427
40,-0.0003157333178323703,-0.018136806031769
41,-0.0003159969190046641,-0.018027688456647362
42,-0.0003034793479166145,-0.017788497027284286
43,-0.000277715979848095,-0.01754918302083051
44,-0.00024372777171005047,-0.017304714255592143
45,-0.0002127888253414739,-0.017181822701599868
46,-0.00018558046815299247,-0.017058817971684664
47,-0.00015527701953465747,-0.016809900252830783
48,-0.00012966342324165583,-0.016552944406904597
49,-0.0001095576753240359,-0.016296062946484335
50,-9.162899005329394e-05,-0.01616561114444926
51,-7.592185450257892e-05,-0.01603509194664163
52,-5.986188773367444e-05,-0.015770130187150025
53,-4.755654550391688e-05,-0.015506118886058576
54,-4.852259069929862e-05,-0.015370801371651146
55,-5.211488797379899e-05,-0.01523540418390298
56,-5.515489879971945e-05,-0.014966245911397969
57,-5.6877355126097804e-05,-0.014691886992182882
58,-6.639382540108121e-05,-0.014553705728477447
59,-7.648228007930302e-05,-0.014415507112321877
60,-8.817438378661284e-05,-0.014141293396298412
61,-9.747306323536502e-05,-0.013857696039829542
62,-0.00011027903545833487,-0.013714316464343772
63,-0.00011917992675103162,-0.013571055358385755
64,-0.00012702977405937307,-0.01328925792811184
65,-0.00013791177353901415,-0.01314596021418232
66,-0.00014762529613120246,-0.013002697948661554
67,-0.00014521175983885881,-0.01270969945492635
68,-0.00014718577786339155,-0.012561449989797307
69,-0.0001496921390985267,-0.012413184374824025
70,-0.0001423588262618021,-0.012114524317343039
71,-0.0001320216118067898,-0.011963975703964642
72,-0.00011693845341744164,-0.011813571069609128
73,-9.024007130274515e-05,-0.011512017561840842
74,-7.071297940286367e-05,-0.011359133108661136
75,-5.248355185152065e-05,-0.011206209287876691
76,-3.0699925707763386e-05,-0.010904475560402275
77,-1.2311603836827898e-05,-0.010752506864995837
78,6.632661639151338e-06,-0.01060055503540538
79,3.017085829793849e-05,-0.01029235645305046
80,4.5947621739259116e-05,-0.010134344420733972
81,6.186905138063429e-05,-0.009976336777196287
82,8.284629675914478e-05,-0.009655901015003476
83,9.332677038582036e-05,-0.009494181245723848
84,0.00010027420561234888,-0.00933235429367432
85,0.00010912150670909932,-0.009005578886896274
86,0.00010767691859925863,-0.00884059127778909
87,0.00010689812346606614,-0.008675623867028866
88,0.00010683035403691482,-0.00850918565971993
89,0.00010660120816596132,-0.00834274255668894
90,0.00011075053859545888,-0.00800698137439122
91,0.00010909824868151327,-0.007837466050893131
92,0.00010737388985989843,-0.007667948541020518
93,0.00010560268056740615,-0.007496893766791691
94,0.00010318583134705911,-0.007325819405604561
95,0.00010592163680133628,-0.006980801125527858
96,0.00010335069329544054,-0.006806609589974023
97,0.00010108882478256706,-0.006632427430914329
98,9.87521076133701e-05,-0.006456667655461062
99,9.626665472333284e-05,-0.006280903367770809
100,9.906462897061485e-05,-0.005926437317004748
101,9.636905864351058e-05,-0.005747480463262896
102,9.399348166571912e-05,-0.005568533317248401
103,9.082609514350423e-05,-0.005387947406122246
104,8.745651856017142e-05,-0.005207355361099894
105,8.395065590111728e-05,-0.005025131563854957
106,8.023706558927805e-05,-0.00484290146471836
107,7.691767047613704e-05,-0.004659044101005547
108,7.342085535400075e-05,-0.004475181354852509
109,7.541643669412395e-05,-0.004104420507087583
110,7.167548352292684e-05,-0.003917225457694069
111,6.776703674161965e-05,-0.003730025327000255
112,6.375732147493549e-05,-0.0035411331294283245
113,5.959514533618602e-05,-0.0033522363066084576
114,5.5353372534247696e-05,-0.00316162956202668
115,5.098024958458489e-05,-0.0029710188326388903
116,4.722859652151579e-05,-0.002778701469373762
117,4.3407553509698755e-05,-0.002586382001006434
118,3.9592269758874584e-05,-0.002392320033831723
119,3.575203539842744e-05,-0.0021982573097234226
120,3.195692579294199e-05,-0.0020024367006852796
121,2.8170721990768457e-05,-0.0018066163618249745
122,2.4453584594648695e-05,-0.0016090133776413065
123,2.0764762833939062e-05,-0.001411411252476956
124,1.7162709788480496e-05,-0.0012119994755783899
125,1.3481172906706802e-05,-0.0010125852873565484
126,9.775451999641964e-06,-0.0008113458541969139
127,6.1131228597618324e-06,-0.0006101077374254017
128,2.549776814484772e-06,-0.0004070384942466837
129,-9.91239380874108e-07,-0.00020396992849484164
130,-1.3868814583984844e-06,0.00010204207420905083
131,-3.382119108230217e-06,0.0003560637452466548
132,-5.399686607980007e-06,0.0006100860937111389
133,-9.062015747860205e-06,0.0008113242104826495
134,-1.2767736654925004e-05,0.0010125636436422857
135,-1.6568179578662336e-05,0.0012119814391498376
136,-2.0408044708048168e-05,0.0014114004306198247
137,-2.4334678552685118e-05,0.0016090097703555944
138,-2.8170721990768457e-05,0.0018066163618249745
139,-3.1956925792941946e-05,0.0020024367006852813
140,-3.5752035398427454e-05,0.0021982573097234226
141,-3.9592269758874536e-05,0.0023923200338317246
142,-4.340755350969874e-05,0.002586382001006434
143,-4.722859652151577e-05,0.0027787014693737623
144,-5.0980249584584916e-05,0.0029710188326388903
145,-5.5353372534247676e-05,0.0031616295620266817
146,-5.9595145336186046e-05,0.0033522363066084576
147,-6.37573214749355e-05,0.003541133129428323
148,-6.77670367416196e-05,0.003730025327000255
149,-7.167548352292684e-05,0.003917225457694067
150,-7.54164366941239e-05,0.004104420507087583
151,-7.342085535400072e-05,0.004475181354852509
152,-7.691767047613702e-05,0.004659044101005546
153,-8.023706558927803e-05,0.00484290146471836
154,-8.395065590111735e-05,0.005025131563854955
155,-8.745651856017142e-05,0.005207355361099894
156,-9.082609514350421e-05,0.005387947406122245
157,-9.399348166571917e-05,0.005568533317248401
158,-9.636905864351066e-05,0.0057474804632628934
159,-9.90646289706148e-05,0.005926437317004748
160,-9.626665472333284e-05,0.006280903367770809
161,-9.875210761337007e-05,0.006456667655461065
162,-0.00010108882478256701,0.006632427430914329
163,-0.00010335069329544047,0.0068066095899740236
164,-0.00010592163680133628,0.006980801125527858
165,-0.00010318583134705911,0.007325819405604561
166,-0.00010560268056740619,0.00749689376679169
167,-0.00010737388985989843,0.007667948541020518
168,-0.00010909824868151342,0.007837466050893128
169,-0.00011075053859545893,0.00800698137439122
170,-0.00010660120816596137,0.00834274255668894
171,-0.00010683035403691482,0.008509185659719932
172,-0.00010689812346606619,0.008675623867028866
173,-0.00010767691859925874,0.008840591277789089
174,-0.00010912150670909938,0.009005578886896274
175,-0.00010027420561234893,0.00933235429367432
176,-9.332677038582044e-05,0.009494181245723847
177,-8.284629675914478e-05,0.009655901015003476
178,-6.186905138063423e-05,0.009976336777196287
179,-4.5947621739259116e-05,0.01013434442073397
180,-3.0170858297938436e-05,0.01029235645305046
181,-6.63266163915123e-06,0.01060055503540538
182,1.2311603836828012e-05,0.010752506864995837
183,3.069992570776344e-05,0.010904475560402275
184,5.24835518515207e-05,0.011206209287876691
185,7.071297940286367e-05,0.011359133108661138
186,9.024007130274515e-05,0.011512017561840842
187,0.00011693845341744164,0.011813571069609128
