x_m,y_m
0.0008880281468354425,-0.025326763639076884
0.0008686613663505671,-0.02513160773677098
0.0007915544784725367,-0.024938379188355096
0.0007245341769312651,-0.024744813951590495
0.0006462541704015286,-0.024551624561653853
0.0005633759758461726,-0.024358588658365894
0.0004964167952972581,-0.024165021381394102
0.0004449074950933634,-0.023970938390331566
0.0004088985215659418,-0.02377633800128927
0.00038834290202838364,-0.023581221782206625
0.0003570161937155503,-0.023386465100034948
0.0003789889840486389,-0.02318992929065535
0.0004229340607816559,-0.022992660050501587
0.00048737620702804995,-0.022794706622034984
0.0005640627801135757,-0.022596344476910845
0.0006479752977299421,-0.022397741131121706
0.0007287491373717904,-0.022199242553811126
0.0007850509319258068,-0.02200156084874804
0.0008156134368316228,-0.021804738316316765
0.0008214730881328008,-0.021608740360477722
0.000805880309775393,-0.02141345848269291
0.0007781691006628955,-0.021218581115840116
0.000739893406871161,-0.021024056389492545
0.0006927876471628992,-0.02082982640907915
0.0006407643187840099,-0.020635760576180114
0.0005887624118807508,-0.020441694028236257
0.0005418286963689566,-0.02024745830502005
0.0005041561295348673,-0.020052913446408437
0.00047928551332911216,-0.019857941261100395
0.0004708611019794176,-0.019662420104577437
0.00048127011304349184,-0.019466270291967912
0.0005088761353708204,-0.019269546446367258
0.0005499545272654517,-0.019072372895612495
0.0006027556739808297,-0.018874808041513744
0.0006597614454369118,-0.0186771028378345
0.0007202566704205208,-0.018479281156854918
0.0007849871508875342,-0.018281318103846436
0.0008488462586181347,-0.018083384137095482
0.0009088302380599033,-0.01788557952139562
0.0009630959738128402,-0.017687965779591138
0.0010080731664220263,-0.017490662087604178
0.001036386679942214,-0.017293914626081
0.0010453523359590278,-0.017097812992390608
0.0010343648073847665,-0.016902377392236982
0.0010078525721788198,-0.01670746000386142
0.0009725849732682263,-0.016512834867874297
0.0009242297801896275,-0.016318646593311063
0.000863252810702033,-0.016124879631262797
0.0007998914159228143,-0.015931192260880862
0.0007371493514043895,-0.01573748421737168
0.0006758748142936246,-0.015543727188074528
0.000617340896641904,-0.015349878677416958
0.0005657148838905677,-0.015155799582197236
0.0005230404707876398,-0.014961421684270292
0.0004896620174781791,-0.014766733488959464
0.0004609533228313245,-0.014571889417985597
0.00043691438684707564,-0.014376889471348693
0.0004222618102445492,-0.014181576209806701
0.0004149512640976607,-0.01398601787267344
0.0004103047459749806,-0.013790370610787398
0.0004087049624327085,-0.01359462164947594
0.0004083508108473515,-0.013398831109204791
