step,x,y,psi,KI,KII,G,Gc,score,kIIratio,abs_dth,cap_deg,kink_n,ds,mode
0,-0.00018274502113689394,0.0007686735211154163,2.0397713529769224,,,1.1243084144420405e-06,0.9999999999999825,-0.999998875691568,0.8066044587560337,0.4689750261820258,69.9380287435454,125,0.00040432800000014406,PHYS
1,-0.00036745152976855127,0.001124476263052575,2.0496275208797776,,,1.8833413105750275e-05,0.999999999999989,-0.9999811665868833,0.7507682509087984,0.009856167902855262,69.9380287435454,125,0.00040088911871101815,PHYS
2,-0.0005415988743658895,0.001481634734875199,2.0244677457685167,,,0.00019600283588459686,0.9999999999999891,-0.9998039971641045,0.7063006904179074,0.025159775111260885,69.9380287435454,125,0.00039735308181134836,PHYS
3,-0.0006883283625446351,0.0018470806559308507,1.952602091877484,,,0.00430153332327192,0.9999999999999734,-0.9956984666767015,0.6317522364307168,0.07186565389103272,69.9380287435454,125,0.00039380231578472244,PHYS
4,-0.0007987250756157796,0.0022214000842677223,1.8575920449486691,,,0.00829370525276849,0.9999999999998691,-0.9917062947471006,0.5928616606059006,0.09501004692881487,60.44746031375382,113,0.00039025948891392086,PHYS
5,-0.0008971221709365533,0.0025954280436985833,1.8280417388443198,,,0.0060439656894923505,0.9999999999998679,-0.9939560343103755,0.5253681866868893,0.02955030610434939,60.44746031375382,113,0.0003867543184032716,PHYS
6,-0.0009992500816029739,0.0029648564475182756,1.840508653458171,,,0.004594667681323658,0.9999999999999752,-0.9954053323186516,0.5059747515902225,0.012466914613851188,60.44746031375382,113,0.0003832850840899684,PHYS
7,-0.0011004010478555368,0.00333098221557013,1.8403464162526317,,,0.0035324904820307644,0.9999999999999869,-0.9964675095179562,0.4647637023411691,0.00016223720553920629,60.44746031375382,113,0.0003798415406526613,PHYS
8,-0.001200520571351723,0.0036938511563096572,1.8400092671615855,,,0.002844640467243806,0.9999999999999964,-0.9971553595327527,0.4555793921256199,0.00033714909104620716,59.6742537844262,113,0.0003764276652140886,PHYS
9,-0.0012752610878999993,0.004059330835445109,1.7725148371559518,,,0.0019402210521361784,0.9999999999999913,-0.9980597789478551,0.37174909687658686,0.06749443000563415,59.6742537844262,113,0.00037304361765731363,PHYS
10,-0.0012999250164327295,0.004428212823755213,1.6375582581588022,,,0.0019701334388577004,0.9999999999997846,-0.998029866560927,0.24798846925367715,0.13495657899714963,59.6742537844262,113,0.0003697055999985445,PHYS
11,-0.001316977348743091,0.004794280236227205,1.617345169027625,,,0.0019571618868299656,0.9999999999999282,-0.9980428381130982,0.21966822497519753,0.020213089131177142,59.6742537844262,113,0.00036646436731442594,PHYS
12,-0.0013767521956759429,0.0051525814964316205,1.736102419198228,,,0.0007885572786832568,0.9999999999999992,-0.999211442721316,0.43044111336958907,0.1187572501706029,60.026109687880755,113,0.00036325311476974033,PHYS
13,-0.0014641203684537829,0.0055018188694393386,1.8159335261348977,,,0.005204926950479989,1.0,-0.99479507304952,0.48984304399615397,0.07983110693666973,60.026109687880755,113,0.00035999991711092155,PHYS
14,-0.0015321111319114855,0.005852040471971507,1.7625475113431959,,,0.007783177281119459,1.0,-0.9922168227188806,0.4383372105064054,0.05338601479170135,60.026109687880755,113,0.0003567603044002532,PHYS
15,-0.0015911322571851953,0.0062006358185897024,1.7385170354118253,,,0.017182630210603997,1.0,-0.982817369789396,0.4137184457618792,0.024030475931370532,60.026109687880755,113,0.00035355651445339665,PHYS
16,-0.0016569544797020149,0.006544783962797718,1.7597753477193425,,,0.015439173368045933,0.9999999999999999,-0.984560826631954,0.4421724338539859,0.021258312307516736,60.58384938096531,113,0.00035038622995042833,PHYS
17,-0.0017340206129466695,0.006883362481138624,1.7946000048557789,,,0.008057000579571103,0.9999999999999999,-0.9919429994204287,0.483732823113029,0.03482465713643634,60.58384938096531,113,0.000347238537572094,PHYS
18,-0.0018121655089498013,0.007218486335554544,1.79988486420946,,,0.010510320090436493,0.9999999999999996,-0.989489679909563,0.49962849310923546,0.0052848593536811705,60.58384938096531,113,0.0003441142580160297,PHYS
19,-0.0018842022847301119,0.007551808655765521,1.7836403362199222,,,0.010873260233918153,0.999999999999996,-0.9891267397660779,0.46118286081051774,0.016244527989537794,60.58384938096531,113,0.00034101769193936566,PHYS
20,-0.0019607368358562994,0.007880978461402507,1.799245219787137,,,0.007581605163605219,0.999999999999994,-0.9924183948363888,0.49601469650322605,0.015604883567214678,60.89484673439432,113,0.00033795014197241804,PHYS
21,-0.0020348046685853215,0.008207594401222332,1.7937981488073005,,,0.004988961497551924,0.9999999999999677,-0.9950110385024158,0.46710359758955156,0.0054470709798364325,60.89484673439432,113,0.0003349089667201544,PHYS
22,-0.0020836396610392355,0.00853587737336151,1.7184722005490283,,,0.0013063931816479422,0.9999999999992335,-0.9986936068175856,0.27736778329938766,0.07532594825827132,60.89484673439432,113,0.00033189541467834,PHYS
23,-0.0020875457604400123,0.008864775589765245,1.5826720852325327,,,0.001726837895176122,0.9999999998828037,-0.9982731619876276,0.1394011493154012,0.13580011531649516,60.89484673439432,113,0.0003289214106227905,PHYS
24,-0.0020885626469678833,0.009190808708992223,1.5739152836447179,,,0.0018823191794947343,0.9999999996134702,-0.9981176804339754,0.11740515738497663,0.008756801587814778,62.175310775628624,115,0.0003260347050408638,PHYS
25,-0.0020880253017767684,0.009513982100320327,1.5691336134950102,,,0.007621367038740115,0.9999999992666937,-0.9923786322279535,1.989062205447628,0.004781670149707651,62.175310775628624,115,0.0003231738380537055,PHYS
26,-0.0020804253181911266,0.0098342281881977,1.54706908202472,,,0.0024120497835402135,0.9999999973029934,-0.9975879475194531,0.0644478340479192,0.022064531470290305,62.175310775628624,115,0.00032033625544303175,PHYS
27,-0.002060230397939965,0.010151118459838356,1.507153958488221,,,0.0023277978331817154,0.9999999831866975,-0.9976721853535158,0.00840631736710011,0.0399151235364994,62.175310775628624,115,0.000317533114909989,PHYS
28,-0.002020238169025182,0.010463344941236942,1.4434027500946884,,,0.7485480445822726,0.9999998144532422,-0.2514517698709695,0.05558767641005384,0.06375120839353254,66.37031086758424,121,0.00031477730868046115,PHYS
29,-0.0019822773060454227,0.01077311834445149,1.4488603025512994,,,0.0010567621281218484,0.9999997744560973,-0.9989430123279754,0.10618527193909545,0.005457552456610504,66.37031086758424,121,0.00031209067345451156,PHYS
30,-0.0019755759700155347,0.011082460018881213,1.5491364969767698,,,0.005145065511806834,0.9999999880553266,-0.9948549225435198,0.30020492158362816,0.10027619442547042,66.37031086758424,121,0.00030941425216620235,PHYS
31,-0.001999652266566972,0.01138819899769879,1.6493820323527508,,,0.013862473750391704,0.9999999994025415,-0.9861375256521497,0.3658078180014445,0.10024553537598102,66.37031086758424,121,0.0003066854923599222,PHYS
32,-0.001970746121131756,0.011690759480471283,1.47554702020145,,,0.00022332176744601888,0.999999787015259,-0.999776465247813,1.8255067538040513,0.17383501215130082,72.43319924495941,129,0.0003039381696652219,PHYS
33,-0.00189852959564513,0.011983275570478739,1.328755789498155,,,0.0020941869715350747,0.9999770174118647,-0.9978828304403297,0.3516920272264621,0.14679123070329503,72.43319924495941,129,0.0003012986715314395,PHYS
34,-0.001793156156653633,0.012262884378464643,1.2103957703842054,,,0.001877663709554567,0.9993844410386268,-0.9975067773290722,0.22371648719415108,0.11836001911395,72.43319924495941,129,0.0002988053666656495,PHYS
35,-0.0017281928234970888,0.012552139465758614,1.3498736992318596,,,0.0022778018936457176,0.9999863175171589,-0.9977085156235133,0.45121715359971626,0.1394779288476542,72.43319924495941,129,0.0002964603517846037,PHYS
36,-0.001744931912501166,0.01284562753996509,1.6277695912028545,,,0.00859121493244271,0.9999999980314921,-0.9914087830990493,0.3987376935346731,0.27789589197099485,74.17084785985543,131,0.0002939650435036666,PHYS
37,-0.0017820864751728852,0.013134576163615765,1.698679949794248,,,4.409225068508292e-05,0.9999999998066903,-0.9999559075560052,0.02589751738028002,0.0709103585913935,74.17084785985543,131,0.00029132759676513045,PHYS
38,-0.0017474383593781635,0.013421195243755783,1.4504944767115049,,,0.0014501843630035584,0.9999994860708259,-0.9985493017078223,1.035784993759477,0.24818547308274308,74.17084785985543,131,0.00028870571353617995,PHYS
39,-0.0016423242276924375,0.013687382351397803,1.194704478918366,,,0.0003321886037487607,0.999345661646912,-0.9990134730431632,0.7739896146845507,0.2557899977931388,74.17084785985543,131,0.00028618972195882286,PHYS
40,-0.0014742674052562028,0.013916234108127467,0.9373880054651329,,,1.590424319976972,0.9504162886964541,0.640008031280518,0.7677679451799627,0.25731647345323316,72.58165133814327,129,0.00028392995989436775,ENERGY
41,-0.0013764215946303613,0.014180771651539147,1.2165264042867445,,,1.081809987515433,0.999683940346907,0.082126047168526,0.1995812928203349,0.2791383988216112,71.97053468633047,127,0.0002820530349620706,ENERGY
42,-0.0013901252006591669,0.014460209109705453,1.6197970462684506,,,0.0026744174377531563,0.9999999987568802,-0.997325581319127,0.6917218000090306,0.4032706419817065,71.28074862076654,127,0.0002797732686384425,PHYS
43,-0.0014631647876337383,0.014727673661425994,1.8373779318169774,,,0.009741537712819484,0.9999999999989289,-0.9902584622861094,0.42451270481987124,0.21758088554852684,71.28074862076654,127,0.00027725812466451976,PHYS
44,-0.0015368190448923748,0.014992417339896397,1.8421441073071083,,,0.03119062748567176,0.9999999999993545,-0.9688093725136827,0.7376969157116942,0.004766175490130031,71.28074862076654,127,0.0002747984077507748,PHYS
45,-0.001610703974390342,0.015254565452905024,1.8455143510682266,,,0.03445114472797638,0.999999999999635,-0.9655488552716586,0.6688548939802105,0.0033702437611187186,71.28074862076654,127,0.0002723611865903495,PHYS
46,-0.001684451558493618,0.015514242125825525,1.8475082573848347,,,0.04105713371697874,0.9999999999998299,-0.9589428662828512,0.6245079976476035,0.0019939063166090065,67.57953214953947,123,0.0002699456993918039,PHYS
47,-0.0017153765148950203,0.015780000071145297,1.686640450428575,,,0.06607404488502379,0.9999999999879272,-0.9339259551029034,0.5503882445967028,0.16086780695625924,67.57953214953947,123,0.0002675511884275891,PHYS
48,-0.0016727267393878602,0.016041690619459054,1.4092388542881942,,,0.043227281565196236,0.9999999399029977,-0.9567726583378015,0.017464389302228402,0.2774015961403804,67.57953214953947,123,0.00026514325642483397,PHYS
49,-0.0015698173735211054,0.01628354908699,1.168507194503948,,,0.04938200043989893,0.9999737951277465,-0.9505917946878476,0.1426710753732392,0.24073165978424704,67.57953214953947,123,0.0002628418838380135,PHYS
50,-0.001435975214633645,0.016507348920416384,1.0318162657992294,,,2.627881217631425,0.9996943031446656,1.6281869144867591,0.5632725063045004,0.136690928704716,69.36748933931996,125,0.00026076826673760285,ENERGY
51,-0.0012860327240571563,0.016718375048391392,0.9530315531969042,,,3.1759585874728753,0.9990262934301238,2.1769322940427513,0.7414003835484774,0.07878471260232356,69.96748859509648,125,0.00025887212512822755,ENERGY
