x_m,y_m
-0.0038146281826445224,-0.02508875999215245
-0.0037273545893829136,-0.0249021686641845
-0.003572306971762962,-0.024723951965067086
-0.0034233767188815256,-0.024544979361903627
-0.0032865015881960525,-0.024364517144170362
-0.003146031738325163,-0.024184499114889606
-0.0030048425759052776,-0.024004569968859944
-0.0028623259365965483,-0.023824804855088325
-0.002723527198550515,-0.023644580331631762
-0.0025585334052152975,-0.02346759265101938
-0.002378297580975001,-0.023292488381536365
-0.002253958527978964,-0.023110477119034335
-0.002181829640478276,-0.02292201440610734
-0.002120962672011199,-0.022732160092298673
-0.00208372719473778,-0.02253938570741846
-0.002065595214389062,-0.022344250761866122
-0.002059483601459526,-0.022147630496285414
-0.0020620832029868575,-0.021949933812584282
-0.002069187402187255,-0.021751680509529497
-0.0020786499863333936,-0.02155313578806191
-0.002100473293374906,-0.021353063689881005
-0.002122357348609983,-0.02115298408523167
-0.0021456990427994368,-0.020952724364596054
-0.0021815896717158325,-0.020750914010486884
-0.0022181856248903063,-0.020549016501616935
-0.0022505077574258847,-0.020347647095688523
-0.0022828252214134744,-0.020146278266638312
-0.0023202491752637514,-0.019944278444257932
-0.002365586670162131,-0.019741300769819933
-0.002414269166851887,-0.019537909763743866
-0.0024570932383066683,-0.019335242665351547
-0.0024885390021068344,-0.019133981549626717
-0.0025111653807230786,-0.01893381021834814
-0.002527083925826687,-0.018734467753535614
-0.002536553310887109,-0.01853592219169985
-0.00254133177115356,-0.018337956273090053
-0.0025411143356841477,-0.01814060768203252
-0.0025314340613524712,-0.017944428385023754
-0.002505998590960853,-0.017750195909392627
-0.0024622155105756293,-0.017558230591798018
-0.0024037123352893116,-0.017368084191297498
-0.0023397337697753408,-0.017178614368016685
-0.002274183539389976,-0.016989338750555878
-0.0022049094143686138,-0.016800523283362817
-0.0021359582308925454,-0.016611667911270965
-0.002069336236354202,-0.01642252472842772
-0.0020047531609950916,-0.01623312960257911
-0.0019370351895113395,-0.016044121846254103
-0.001866013445248993,-0.015855522327024207
-0.0017967226606871052,-0.0156667089183996
-0.0017296663939210333,-0.015477619397246971
-0.0016635614169293836,-0.015288412328127176
-0.0015992596426677946,-0.01509898244276252
-0.0015367610711362672,-0.014909329741153008
-0.00148023749151583,-0.014718938728072188
-0.0014317925729960056,-0.014527549459554019
-0.0013875912513373284,-0.01433563582275405
-0.001347633526539798,-0.014143197817672282
-0.0013163208392995987,-0.01394969157174711
-0.0012921736713842266,-0.013755299904520266
-0.0012725446843228879,-0.013560349939507652
-0.0012591290365821263,-0.013364632211163513
-0.001252023027322277,-0.01316813482009521
-0.0012477187495376035,-0.012971291227639788
-0.0012480350570041314,-0.012773876683600523
-0.0012493584569140933,-0.012576337696228995
-0.001249381788930748,-0.012378959354269775
-0.0012498862755768864,-0.012181521557504977
-0.001250871916852508,-0.011984024305934596
-0.0012465573484104157,-0.011787181985064232
-0.0012374462156482567,-0.011590932360972885
-0.0012235385185660305,-0.011395275433660555
-0.0011983778696834538,-0.011201008999176313
-0.0011715876759763304,-0.011006943922560812
-0.00114316793744466,-0.010813080203814053
-0.0011220619689219756,-0.010618312744882126
-0.0011063849951836028,-0.01042287444167349
-0.0010961370162295416,-0.010226765294188148
-0.001095172980266242,-0.010029508958269585
-0.0010953114164980288,-0.009832116393234636
-0.0011006198080772593,-0.009634084992633725
-0.0011110767607048612,-0.009435417400094933
-0.0011266822743808355,-0.009236113615618264
-0.0011546869410197463,-0.009035277705742393
-0.0011853466400111163,-0.008834113721641203
-0.0012186613713549446,-0.008632621663314697
-0.0012446638963162717,-0.00843203315196082
-0.001266832923511111,-0.00823191833419822
-0.0012913321648173328,-0.008031515579006648
-0.001311410768539087,-0.007831659068477435
-0.0013352502054720483,-0.0076313378432937415
-0.0013742694951326168,-0.007429140890147853
-0.0014210002880777528,-0.007225991050132703
-0.001475442584307457,-0.0070218883232482975
-0.0015414441615773876,-0.006816357251368778
-0.0016087907518593414,-0.006610659980346127
-0.0016774823551533183,-0.0064047965101803475
-0.0017420889921566875,-0.006199437806802061
-0.001802610662869449,-0.005994583870211266
-0.0018509047887789697,-0.005791240853924376
-0.0018896561942294452,-0.005589077002410795
-0.0019167864753429254,-0.005388349137679315
-0.001920876612603011,-0.005190468273037645
-0.0019051692052057165,-0.004995033730423137
-0.0018747824017113462,-0.004801413075876025
-0.0018233790614634172,-0.00461038937048017
-0.0017630566203960234,-0.004420467771086585
-0.0016938150785091653,-0.004231648277695275
-0.0016202465041197539,-0.0040433634624727184
-0.0015423508972277889,-0.0038556133254189174
-0.0014620638144305078,-0.0036681586957265522
-0.0013793852557279097,-0.0034809995733956207
-0.001296266711368583,-0.003293894818746256
-0.0012127081813525275,-0.003106844431778455
-0.0011339674089747107,-0.002919198729238145
-0.0010549262456748293,-0.002731590145085097
-0.0009755504108685763,-0.0025440229152662395
-0.0008957929399600682,-0.0023565028430530053
-0.0008157033230712423,-0.0021690238131024347
-0.0007353245413132206,-0.0019815805143701157
-0.0006492601371556003,-0.0017948397706038265
-0.0005622189567262086,-0.001608219724093214
-0.00047420100002504545,-0.001421720374838276
-0.00039277303106085876,-0.0012344067209592699
-0.00031793504983364837,-0.001046278762456195
-0.0002498212070833509,-0.0008573199227325205
-0.00018918388323300086,-0.0006674372324411142
-0.00013605735886690505,-0.0004766264556350452
-8.224940318264366e-05,-0.000285899881212274
-2.7710526058280376e-05,-9.526362451576766e-05
