order,x_m,y_m
0,0.000359154929577465,-0.024781690140845063
1,0.0010774647887323938,-0.02406338028169014
2,0.0017957746478873228,-0.02334507042253521
3,0.0025140845070422517,-0.022626760563380283
4,0.003232394366197181,-0.021908450704225355
5,0.00395070422535211,-0.021190140845070427
6,0.00466901408450704,-0.0204718309859155
7,0.005387323943662004,-0.019753521126760685
8,0.006105633802816937,-0.019035211267605753
9,0.006823943661971871,-0.01831690140845082
10,0.007643661971831031,-0.017598591549295883
11,0.008480281690140895,-0.01688028169014095
12,0.009211592632719447,-0.016161971830986013
13,0.009821343445287165,-0.015443661971831082
14,0.010350487540628447,-0.014725352112676149
15,0.010753521126760627,-0.014007042253521215
16,0.010997941495124659,-0.01328873239436628
17,0.011064247020585116,-0.012570422535211345
18,0.010945937161430185,-0.011852112676056412
19,0.010649512459371678,-0.011133802816901479
20,0.010194474539545022,-0.010415492957746544
21,0.009613326110509265,-0.00969718309859161
22,0.008951570964247074,-0.008978873239436677
23,0.008267713976164728,-0.008260563380281742
24,0.007633261105092136,-0.007542253521126809
25,0.0069338028169014495,-0.006823943661971875
26,0.00615633802816905,-0.006105633802816941
27,0.005387323943662004,-0.0053873239436620065
28,0.00466901408450707,-0.004669014084507072
29,0.0039507042253521365,-0.003950704225352138
30,0.003232394366197202,-0.0032323943661972045
31,0.0025140845070422677,-0.0025140845070422703
32,0.0017957746478873334,-0.0017957746478873366
33,0.0010774647887323993,-0.0010774647887324027
34,0.00035915492957746533,-0.0003591549295774684
35,-0.0003591549295774684,0.00035915492957746533
36,-0.0010774647887324027,0.0010774647887323993
37,-0.0017957746478873366,0.0017957746478873334
38,-0.0025140845070422703,0.0025140845070422677
39,-0.0032323943661972045,0.003232394366197202
40,-0.003950704225352138,0.0039507042253521365
41,-0.004669014084507072,0.00466901408450707
42,-0.0053873239436620065,0.005387323943662004
43,-0.006156338028169054,0.006105633802816937
44,-0.006933802816901453,0.006823943661971871
45,-0.007683965330444253,0.007542253521126805
46,-0.008377573131094312,0.008260563380281739
47,-0.008991874322860296,0.008978873239436674
48,-0.009510617551462682,0.009697183098591607
49,-0.009924052004333756,0.010415492957746542
50,-0.010228927410617617,0.011133802816901473
51,-0.010428494041170163,0.011852112676056408
52,-0.010532502708559113,0.012570422535211343
53,-0.01055720476706399,0.013288732394366278
54,-0.010525352112676124,0.01400704225352121
55,-0.010466197183098658,0.014725352112676145
56,-0.010466197183098658,0.015443661971831078
57,-0.010525352112676124,0.016161971830986013
58,-0.01055720476706399,0.01688028169014095
59,-0.010532502708559113,0.01759859154929588
60,-0.010428494041170163,0.018316901408450815
61,-0.010228927410617617,0.01903521126760575
62,-0.009924052004333756,0.01975352112676068
63,-0.00951939328277357,0.020471830985915495
64,-0.009023726977248108,0.021190140845070427
65,-0.008437053087757315,0.021908450704225355
66,-0.007759371614301194,0.02262676056338029
67,-0.006990682556879742,0.023345070422535218
68,-0.006130985915492961,0.024063380281690153
69,-0.005180281690140852,0.024781690140845084
