order,x_m,y_m
0,0.0008392018779342727,-0.024781690140845063
1,1.8779342723004183e-05,-0.02406338028169014
2,-0.0007054893463344176,-0.02334507042253521
3,-0.0013367641747923447,-0.022626760563380283
4,-0.001878205128205129,-0.021908450704225355
5,-0.0023329721921271224,-0.021190140845070427
6,-0.002704225352112676,-0.0204718309859155
7,-0.002995124593716162,-0.019753521126760685
8,-0.003245395449620822,-0.019035211267605753
9,-0.003349404117009771,-0.01831690140845082
10,-0.0033741061755146466,-0.017598591549295883
11,-0.0033422535211267805,-0.01688028169014095
12,-0.0032830985915493155,-0.016161971830986013
13,-0.0032323943661972027,-0.015443661971831082
14,-0.0032323943661972027,-0.014725352112676149
15,-0.0032323943661972027,-0.014007042253521215
16,-0.0032323943661972027,-0.01328873239436628
17,-0.0032323943661972027,-0.012570422535211345
18,-0.0032323943661972027,-0.011852112676056412
19,-0.0032323943661972027,-0.011133802816901479
20,-0.0032323943661972027,-0.010415492957746544
21,-0.0032323943661972027,-0.00969718309859161
22,-0.0032323943661972027,-0.008978873239436677
23,-0.0032323943661972027,-0.008260563380281742
24,-0.0032830985915493155,-0.007542253521126809
25,-0.0033422535211267805,-0.006823943661971875
26,-0.0033741061755146466,-0.006105633802816941
27,-0.003349404117009771,-0.0053873239436620065
28,-0.003245395449620822,-0.004669014084507072
29,-0.0030458288190682746,-0.003950704225352138
30,-0.002740953412784416,-0.0032323943661972045
31,-0.0023275189599133413,-0.0025140845070422703
32,-0.001808775731310955,-0.0017957746478873366
33,-0.001194474539544971,-0.0010774647887324027
34,-0.0005008667388949126,-0.0003591549295774684
35,0.0002492957746478872,0.00035915492957746533
36,0.0010774647887323993,0.0010774647887323993
37,0.0019056338028169116,0.0017957746478873334
38,0.0026557963163597116,0.0025140845070422677
39,0.0033494041170097698,0.003232394366197202
40,0.003963705308775755,0.0039507042253521365
41,0.004482448537378141,0.00466901408450707
42,0.004895882990249216,0.005387323943662004
43,0.005200758396533075,0.006105633802816937
44,0.005400325027085622,0.006823943661971871
45,0.005504333694474573,0.007542253521126805
46,0.0054783315276273345,0.008260563380281739
47,0.005387323943662004,0.008978873239436674
48,0.005296316359696673,0.009697183098591607
49,0.005270314192849436,0.010415492957746542
50,0.005374322860238386,0.011133802816901473
51,0.005573889490790933,0.011852112676056408
52,0.005929469122426904,0.012570422535211343
53,0.006452762730227557,0.013288732394366278
54,0.007062513542795275,0.01400704225352121
55,0.007683965330444249,0.014725352112676145
56,0.008248862405200482,0.015443661971831078
57,0.008695449620801784,0.016161971830986013
58,0.008968472372697777,0.01688028169014095
59,0.009019176598049891,0.01759859154929588
60,0.00875460455037925,0.018316901408450815
61,0.008280715059588347,0.01903521126760575
62,0.007659263271939373,0.01975352112676068
63,0.006866429345302585,0.020471830985915495
64,0.006082249909714699,0.021190140845070427
65,0.005379224062322658,0.021908450704225355
66,0.004829850900273442,0.02262676056338029
67,0.004506629520714038,0.023345070422535218
68,0.004482059020791426,0.024063380281690153
69,0.004828638497652602,0.024781690140845084
