Rock,eta,kappa,weakening_peak_angle_deg,peak_angle_CI_low_deg,peak_angle_CI_high_deg,minimum_weakening_factor,minimum_factor_CI_low,minimum_factor_CI_high,maximum_TI_reduction_pct,reduction_CI_low_pct,reduction_CI_high_pct
Augen gneiss,0.22415007901291462,8.69442218860853,72.07277246969919,64.12805364939709,82.9415537995996,0.9038214988846416,0.7565505264530872,0.9681317802969972,9.61785011153584,3.186821970300276,24.34494735469128
Psammitic schist,3.164282031863618,24.983232493476677,82.94155381127027,78.52844855415611,82.94155381127027,0.4900381960823195,0.36467436655137253,0.7105414670098458,50.99618039176805,28.945853299015347,63.53256334486273
