sigma0,sigma90,specimen_floor,eta,beta_peak_deg,W_min,max_weakening_pct,model_min_MPa,model_min_deg,observed_min_MPa,observed_min_deg,R2,RMSE,chi2_red,n_points,n_angles,rock,eta_lo,eta_hi,beta_lo,beta_hi
9.57,5.003333333333334,3.06,1.70144657340558,83.12433569180516,0.6084176559414781,39.15823440585219,3.0598385896813576,83.2275,3.7175000000000002,75,0.9149661679632363,0.5893994705488318,1.6317546770602032,22,7,Psammitic schist,0.8500000000000001,1.7000000000000002,81.0,84.0
10.47,8.0,7.09,0.19332160484342206,72.59729870290492,0.9154217950970088,8.457820490299117,7.441425969750158,75.285,7.63,75,0.8868020858317535,0.37383821725820454,1.0707467972737412,30,7,Augen gneiss,0.15000000000000002,0.30000000000000004,66.0,76.0
